Date,Time,Temp.[°C],pH ,mV[pH],ORP[mV],EC[µS/cm],EC Abs.[µS/cm],RES[KOhm-cm],TDS [ppt],Sal.[psu],Sigma T[sT],Press.[psi],Remarks,Interval
9/6/2023,8:07:22,20.32,5.71,55.2,266.2,30750,28010,0,15.37,19.16,12.6,14.686,,500
9/6/2023,8:12:22,20.32,5.71,55,265.8,31220,28440,0,15.61,19.48,12.9,14.684,,501
9/6/2023,8:17:22,20.31,5.72,54.8,266,30600,27870,0,15.3,19.05,12.6,14.689,,502
9/6/2023,8:22:22,20.31,5.72,54.4,266.4,31010,28250,0,15.5,19.34,12.8,14.688,,503
9/6/2023,8:27:22,20.31,5.73,54.2,266.3,30870,28120,0,15.44,19.24,12.7,14.688,,504
9/6/2023,8:32:22,20.31,5.74,53.8,267.3,30380,27670,0,15.19,18.91,12.5,14.69,,505
9/6/2023,8:37:22,20.31,5.74,53.5,267.5,30530,27810,0,15.26,19,12.5,14.687,,506
9/6/2023,8:42:22,20.31,5.74,53.3,267.6,31410,28610,0,15.7,19.61,13,14.686,,507
9/6/2023,8:47:22,20.31,5.75,52.8,268.2,30000,27320,0,15,18.64,12.3,14.688,,508
9/6/2023,8:52:22,20.31,5.76,52.5,268.5,30940,28180,0,15.47,19.29,12.7,14.692,,509
9/6/2023,8:57:22,20.3,5.76,52.3,267.9,30490,27770,0,15.24,18.98,12.5,14.691,,510
9/6/2023,9:02:22,20.3,5.77,52,270.1,30490,27770,0,15.24,18.98,12.5,14.695,,511
9/6/2023,9:07:22,20.29,5.77,51.6,270.8,30790,28030,0,15.39,19.18,12.7,14.695,,512
9/6/2023,9:12:22,20.29,5.78,51.2,271.1,30860,28100,0,15.43,19.24,12.7,14.694,,513
9/6/2023,9:17:22,20.29,5.79,50.8,271.2,31080,28300,0,15.54,19.38,12.8,14.695,,514
9/6/2023,9:22:22,20.28,5.8,50.2,271.4,31130,28340,0,15.56,19.42,12.9,14.689,,515
9/6/2023,9:27:22,20.28,5.81,49.8,271.5,30950,28170,0,15.47,19.29,12.8,14.693,,516
9/6/2023,9:32:22,20.28,5.81,49.3,272.8,30540,27800,0,15.27,19.02,12.5,14.694,,517
9/6/2023,9:37:22,20.27,5.82,48.8,273.9,30660,27910,0,15.33,19.1,12.6,14.694,,518
9/6/2023,9:42:22,20.27,5.83,48.5,273.5,31380,28560,0,15.69,19.59,13,14.694,,519
9/6/2023,9:47:22,20.27,5.84,48,273.7,31430,28600,0,15.71,19.62,13,14.693,,520
9/6/2023,9:52:22,20.27,5.84,47.6,275,30710,27950,0,15.35,19.13,12.6,14.692,,521
9/6/2023,9:57:22,20.27,5.85,47.4,273.7,31320,28510,0,15.66,19.55,13,14.698,,522
9/6/2023,10:02:22,20.27,5.85,46.9,273.4,30330,27600,0,15.16,18.87,12.4,14.694,,523
9/6/2023,10:07:22,20.27,5.86,46.5,273.2,30700,27950,0,15.35,19.13,12.6,14.693,,524
9/6/2023,10:12:22,20.27,5.87,46.1,272.4,30860,28090,0,15.43,19.23,12.7,14.693,,525
9/6/2023,10:17:22,20.27,5.88,45.8,271.1,30850,28080,0,15.42,19.23,12.7,14.696,,526
9/6/2023,10:22:22,20.27,5.88,45.5,270.5,31070,28280,0,15.53,19.38,12.8,14.697,,527
9/6/2023,10:27:22,20.27,5.89,44.7,271.2,30750,27980,0,15.37,19.16,12.7,14.699,,528
9/6/2023,10:32:22,20.27,5.9,44.2,271.8,30610,27860,0,15.3,19.07,12.6,14.695,,529
9/6/2023,10:37:22,20.27,5.89,44.8,272.4,30680,27920,0,15.34,19.11,12.6,14.696,,530
9/6/2023,10:42:22,20.27,5.77,51.6,273.3,31510,28680,0,15.75,19.68,13.1,14.697,,531
9/6/2023,10:47:22,20.27,5.76,52.2,272.9,31240,28430,0,15.62,19.49,12.9,14.694,,532
9/6/2023,10:52:22,20.27,5.76,52.5,272.8,30190,27470,0,15.09,18.77,12.4,14.695,,533
9/6/2023,10:57:22,20.26,5.76,52.5,273.8,30750,27980,0,15.37,19.16,12.7,14.693,,534
9/6/2023,11:02:22,20.26,5.76,52.3,274.4,31470,28630,0,15.73,19.65,13,14.699,,535
9/6/2023,11:07:22,20.26,5.77,52,275.2,31300,28480,0,15.65,19.54,12.9,14.691,,536
9/6/2023,11:12:22,20.26,5.77,51.9,275,30910,28130,0,15.45,19.27,12.7,14.691,,537
9/6/2023,11:17:22,20.26,5.77,51.8,273.8,30560,27810,0,15.28,19.03,12.6,14.688,,538
9/6/2023,11:22:22,20.26,5.78,51.5,274.6,31560,28720,0,15.78,19.71,13.1,14.693,,539
9/6/2023,11:27:22,20.26,5.78,51.1,275.1,30680,27920,0,15.34,19.11,12.6,14.69,,540
9/6/2023,11:32:22,20.26,5.78,51,274.2,30980,28180,0,15.49,19.31,12.8,14.688,,541
9/6/2023,11:37:22,20.26,5.79,50.8,273.8,30640,27880,0,15.32,19.09,12.6,14.69,,542
9/6/2023,11:42:22,20.26,5.79,50.4,273.8,30360,27620,0,15.18,18.89,12.5,14.687,,543
9/6/2023,11:47:22,20.26,5.8,50,274.4,30790,28020,0,15.39,19.19,12.7,14.694,,544
9/6/2023,11:52:22,20.25,5.8,49.8,274.2,31080,28280,0,15.54,19.38,12.8,14.688,,545
9/6/2023,11:57:22,20.25,5.81,49.6,273.8,30390,27650,0,15.19,18.91,12.5,14.686,,546
9/6/2023,12:02:22,20.25,5.81,49.3,273.4,30830,28040,0,15.41,19.21,12.7,14.689,,547
9/6/2023,12:07:22,20.25,5.81,49.5,271.5,30450,27700,0,15.22,18.95,12.5,14.684,,548
9/6/2023,12:12:22,20.25,5.81,49.5,269.7,30530,27780,0,15.26,19.01,12.6,14.686,,549
9/6/2023,12:17:22,20.25,5.81,49.5,270.3,30290,27550,0,15.14,18.84,12.4,14.683,,550
9/6/2023,12:22:22,20.25,5.81,49.3,272.3,30660,27890,0,15.33,19.1,12.6,14.68,,551
9/6/2023,12:27:22,20.25,5.82,49,273.1,30740,27960,0,15.37,19.15,12.7,14.681,,552
9/6/2023,12:32:22,20.25,5.82,48.7,272.8,30840,28060,0,15.42,19.22,12.7,14.68,,553
9/6/2023,12:37:22,20.25,5.83,48.4,273,30850,28070,0,15.42,19.23,12.7,14.679,,554
9/6/2023,12:42:22,20.25,5.84,47.9,273.4,30840,28060,0,15.42,19.22,12.7,14.673,,555
9/6/2023,12:47:22,20.25,5.84,47.7,273.2,29920,27220,0,14.96,18.59,12.2,14.679,,556
9/6/2023,12:52:22,20.25,5.85,47.4,273.3,30470,27720,0,15.23,18.97,12.5,14.676,,557
9/6/2023,12:57:22,20.25,5.85,47.1,272.4,30750,27980,0,15.37,19.16,12.7,14.673,,558
9/6/2023,13:02:22,20.25,5.86,46.9,271.1,30880,28090,0,15.44,19.25,12.7,14.674,,559
9/6/2023,13:07:22,20.25,5.86,46.6,271.3,31250,28430,0,15.62,19.5,12.9,14.674,,560
9/6/2023,13:12:22,20.25,5.86,46.4,272.3,30720,27940,0,15.36,19.13,12.6,14.671,,561
9/6/2023,13:17:22,20.26,5.87,46.2,272.6,31010,28220,0,15.5,19.34,12.8,14.667,,562
9/6/2023,13:22:22,20.26,5.87,45.9,273.2,30270,27540,0,15.13,18.83,12.4,14.667,,563
9/6/2023,13:27:22,20.26,5.88,45.2,273.1,31300,28480,0,15.65,19.54,12.9,14.667,,564
9/6/2023,13:32:22,20.26,5.89,44.7,272.8,30750,27980,0,15.37,19.16,12.7,14.662,,565
9/6/2023,13:37:22,20.26,5.9,44.4,272.8,30660,27900,0,15.33,19.1,12.6,14.665,,566
9/6/2023,13:42:22,20.27,5.9,44.1,273.3,30690,27920,0,15.34,19.11,12.6,14.66,,567
9/6/2023,13:47:22,20.27,5.91,43.6,274.3,30900,28120,0,15.45,19.26,12.7,14.66,,568
9/6/2023,13:52:22,20.27,5.92,43.2,275.6,30750,27980,0,15.37,19.16,12.7,14.661,,569
9/6/2023,13:57:22,20.27,5.93,42.8,276.3,30560,27810,0,15.28,19.03,12.6,14.663,,570
9/6/2023,14:02:22,20.27,5.94,42.2,277.1,30480,27740,0,15.24,18.97,12.5,14.659,,571
9/6/2023,14:07:22,20.27,5.95,41.5,276.8,30820,28050,0,15.41,19.2,12.7,14.66,,572
9/6/2023,14:12:22,20.28,5.83,48.1,275.8,31330,28520,0,15.66,19.55,13,14.658,,573
9/6/2023,14:17:22,20.28,5.83,48.5,277.2,31250,28440,0,15.62,19.5,12.9,14.655,,574
9/6/2023,14:22:22,20.28,5.83,48.5,278.9,30760,28000,0,15.38,19.17,12.7,14.657,,575
9/6/2023,14:27:22,20.29,5.83,48.3,279.5,31040,28260,0,15.52,19.36,12.8,14.655,,576
9/6/2023,14:32:22,20.29,5.83,48.1,280.4,31090,28310,0,15.54,19.39,12.8,14.651,,577
